area_type,bath,balcony,price,bhk,has_society,society_freq,availability_group,location_grouped,location_target_enc,total_sqft
Super built-up  Area,2.0,1.0,32.78,2.0,0,0.0,Q2 Possession,hormavu,71.35376712328767,1093.0
Built-up  Area,2.0,2.0,45.0,2.0,1,2.0,Ready To Move,anandapura,57.38,1250.0
Super built-up  Area,3.0,3.0,105.0,3.0,1,12.0,Ready To Move,marathahalli,102.42970414201183,1680.0
Super built-up  Area,2.0,1.0,50.0,2.0,1,1.0,Ready To Move,nagarbhavi,117.20333333333333,1146.0
Super built-up  Area,2.0,3.0,58.0,2.0,0,0.0,Q2 Possession,Other,58.0,1250.0
Super built-up  Area,3.0,1.0,60.44,3.0,1,23.0,Q4 Possession,ramagondanahalli,133.16574468085108,1451.0
Super built-up  Area,2.0,3.0,55.0,3.0,1,1.0,Ready To Move,Other,106.66666666666667,1424.0
Super built-up  Area,2.0,3.0,62.0,3.0,1,3.0,Ready To Move,gottigere,61.017291666666665,1435.0
Super built-up  Area,1.0,0.0,26.91,1.0,1,9.0,Q2 Possession,devanahalli,119.83911111111112,658.0
Super built-up  Area,3.0,2.0,45.0,3.0,0,0.0,Q1 Possession,bommanahalli,61.07971428571428,1300.0
Super built-up  Area,2.0,2.0,65.0,2.0,1,2.0,Ready To Move,whitefield,129.65500954198475,1242.0
Super built-up  Area,3.0,3.0,119.0,3.0,0,0.0,Ready To Move,marathahalli,102.42970414201183,1910.0
Super built-up  Area,4.0,2.0,85.0,3.0,1,4.0,Ready To Move,yelahanka,86.26330952380954,1610.0
Super built-up  Area,2.0,1.0,65.0,2.0,1,1.0,Ready To Move,hulimavu,85.91884615384615,1127.0
Super built-up  Area,2.0,1.0,42.0,3.0,0,0.0,Ready To Move,yelahanka,86.26330952380954,1075.0
Super built-up  Area,2.0,1.0,51.0,2.0,0,0.0,Ready To Move,mysore road,68.2984,1155.0
Plot  Area,3.0,1.0,250.0,5.0,0,0.0,Ready To Move,Other,250.0,1280.0
Super built-up  Area,3.0,1.0,55.0,3.0,1,1.0,Ready To Move,Other,204.33333333333334,1250.0
Plot  Area,4.0,2.0,160.0,3.0,1,1.0,Q1 Possession,Other,160.0,2200.0
Built-up  Area,3.0,1.0,150.0,3.0,0,0.0,Ready To Move,Other,95.42277777777778,2400.0
Super built-up  Area,2.0,2.0,29.5,2.0,1,3.0,Ready To Move,chandapura,36.56774390243902,876.0
Super built-up  Area,2.0,2.0,89.0,3.0,0,0.0,Ready To Move,nagarbhavi,117.20333333333333,1850.0
Super built-up  Area,2.0,3.0,83.0,2.0,1,11.0,Q2 Possession,kadugodi,97.58425,1314.0
Super built-up  Area,1.0,1.0,39.8,1.0,1,10.0,Q3 Possession,rachenahalli,72.69208333333334,690.0
Built-up  Area,4.0,2.0,167.5,4.0,1,1.0,Ready To Move,electronic city phase ii,48.68390625,3550.0
Built-up  Area,2.0,3.0,55.0,2.0,1,1.0,Ready To Move,Other,151.16666666666666,1230.0
Super built-up  Area,2.0,1.0,37.2,2.0,1,17.0,Q2 Possession,bommasandra,50.35054054054054,920.0
Built-up  Area,3.0,3.0,140.0,3.0,1,37.0,Ready To Move,sarjapur  road,120.91663588390502,1850.0
Super built-up  Area,2.0,2.0,60.0,2.0,1,8.0,Ready To Move,electronic city,55.482145328719724,1073.0
Super built-up  Area,3.0,3.0,76.0,3.0,1,1.0,Ready To Move,Other,55.726,1540.0
Super built-up  Area,3.0,3.0,63.5,3.0,1,24.0,Ready To Move,kanakpura road,71.84865461847389,1550.0
Super built-up  Area,2.0,1.0,65.0,2.0,1,3.0,Ready To Move,Other,120.8157894736842,1198.0
Super built-up  Area,3.0,2.0,90.0,3.0,1,1.0,Ready To Move,hbr layout,131.3,1656.0
Super built-up  Area,3.0,3.0,155.0,3.0,1,5.0,Ready To Move,Other,120.0,1900.0
Built-up  Area,3.0,2.0,142.0,3.0,1,10.0,Ready To Move,ramagondanahalli,133.16574468085108,1910.0
Super built-up  Area,2.0,1.0,43.0,2.0,0,0.0,Ready To Move,mysore road,68.2984,1003.0
Super built-up  Area,2.0,2.0,67.0,3.0,1,6.0,Ready To Move,whitefield,129.65500954198475,1495.0
Super built-up  Area,3.0,2.0,76.02,3.0,1,4.0,Q4 Possession,thanisandra,82.59086206896552,2172.0
Plot  Area,4.0,2.0,358.0,4.0,0,0.0,Ready To Move,Other,241.87357142857144,2400.0
Plot  Area,1.0,2.0,95.0,2.0,0,0.0,Ready To Move,Other,95.0,1200.0
Super built-up  Area,3.0,1.0,65.0,3.0,1,2.0,Ready To Move,whitefield,129.65500954198475,1548.0
Plot  Area,5.0,2.0,972.0,7.0,0,0.0,Q1 Possession,Other,761.0,5400.0
Super built-up  Area,5.0,0.0,154.5,4.0,1,54.0,Q4 Possession,whitefield,129.65500954198475,2856.0
Super built-up  Area,3.0,1.0,103.0,3.0,1,12.0,Q3 Possession,hosur road,92.79844444444446,1689.0
Super built-up  Area,2.0,1.0,53.0,2.0,0,0.0,Ready To Move,electronic city phase ii,48.68390625,1031.0
Super built-up  Area,4.0,2.0,111.0,4.0,1,28.0,Q3 Possession,bhoganhalli,99.72558139534884,2119.0
Plot  Area,2.0,2.0,46.13,2.0,0,0.0,Q4 Possession,whitefield,129.65500954198475,1200.0
Super built-up  Area,2.0,2.0,37.0,2.0,0,0.0,Ready To Move,Other,40.32,1060.0
Super built-up  Area,2.0,1.0,61.0,2.0,1,1.0,Ready To Move,Other,71.8,1100.0
Plot  Area,4.0,2.0,225.0,4.0,0,0.0,Ready To Move,Other,225.0,1350.0
Plot  Area,4.0,1.0,80.0,5.0,0,0.0,Ready To Move,Other,80.0,1050.0
Super built-up  Area,2.0,1.0,77.88,3.0,1,6.0,Ready To Move,hennur road,103.92855704697986,1250.0
Super built-up  Area,2.0,2.0,110.0,2.0,0,0.0,Q2 Possession,Other,340.0,1100.0
Plot  Area,2.0,1.0,46.13,2.0,0,0.0,Q3 Possession,whitefield,129.65500954198475,1200.0
Super built-up  Area,2.0,2.0,46.0,3.0,0,0.0,Ready To Move,seegehalli,136.7416,1420.0
Super built-up  Area,2.0,1.0,78.0,3.0,1,52.0,Q2 Possession,electronic city,55.482145328719724,1500.0
Built-up  Area,3.0,1.0,155.0,3.0,1,3.0,Ready To Move,Other,151.0,1942.0
Super built-up  Area,3.0,2.0,130.0,3.0,1,1.0,Q4 Possession,haralur road,96.60401960784314,1985.0
Super built-up  Area,1.0,0.0,39.9,1.0,1,1.0,Q2 Possession,sarjapur  road,120.91663588390502,950.0
Plot  Area,4.0,2.0,80.0,3.0,0,0.0,Ready To Move,Other,72.25,1200.0
Super built-up  Area,3.0,2.0,105.0,3.0,1,3.0,Ready To Move,green glen layout,118.04615384615386,1752.0
Plot  Area,3.0,2.0,120.0,4.0,0,0.0,Ready To Move,abbigere,54.83681818181819,1200.0
Plot  Area,5.0,1.0,200.0,5.0,0,0.0,Ready To Move,Other,294.84615384615387,1200.0
Super built-up  Area,2.0,2.0,84.0,3.0,1,11.0,Ready To Move,old madras road,123.05686567164179,1480.0
Plot  Area,4.0,1.0,81.0,3.0,0,0.0,Ready To Move,Other,82.0,600.0
Super built-up  Area,3.0,2.0,130.0,3.0,1,11.0,Ready To Move,sarjapur  road,120.91663588390502,1826.0
Super built-up  Area,2.0,1.0,39.33,2.0,0,0.0,Ready To Move,8th phase jp nagar,78.609375,1035.0
Built-up  Area,4.0,2.0,98.0,4.0,1,3.0,Ready To Move,sarjapur  road,120.91663588390502,2600.0
Built-up  Area,3.0,2.0,92.0,3.0,0,0.0,Ready To Move,kasavanhalli,116.52607594936708,1667.0
Super built-up  Area,2.0,2.0,55.0,2.0,1,51.0,Ready To Move,thanisandra,82.59086206896552,934.0
Built-up  Area,3.0,1.0,69.34,3.0,0,0.0,Ready To Move,jp nagar,126.43739436619718,909.872467
Super built-up  Area,2.0,1.0,76.0,3.0,1,9.0,Ready To Move,mahadevpura,76.51299999999999,1620.0
Super built-up  Area,2.0,1.0,47.0,2.0,1,52.0,Q2 Possession,electronic city,55.482145328719724,1070.0
Built-up  Area,5.0,3.0,180.0,5.0,0,0.0,Ready To Move,hosur road,92.79844444444446,3600.0
Super built-up  Area,2.0,2.0,60.0,3.0,0,0.0,Q2 Possession,uttarahalli,63.26853503184713,1280.0
Super built-up  Area,2.0,2.0,60.0,2.0,0,0.0,Ready To Move,Other,47.0,1400.0
Plot  Area,8.0,2.0,180.0,7.0,0,0.0,Ready To Move,Other,128.15384615384616,1200.0
Built-up  Area,2.0,1.0,64.0,2.0,0,0.0,Ready To Move,Other,70.0,1330.0
Super built-up  Area,2.0,2.0,48.33,3.0,1,3.0,Q4 Possession,electronic city phase ii,48.68390625,1611.0
Super built-up  Area,3.0,2.0,58.0,3.0,1,2.0,Ready To Move,whitefield,129.65500954198475,1405.0
Super built-up  Area,3.0,3.0,90.0,3.0,1,2.0,Ready To Move,Other,63.6,1515.0
Super built-up  Area,4.0,2.0,150.0,3.0,1,39.0,Ready To Move,thigalarapalya,157.65687499999999,1830.0
Built-up  Area,3.0,0.0,60.0,3.0,1,1.0,Ready To Move,kaggadasapura,61.284375,1710.0
Built-up  Area,2.0,1.0,51.5,2.0,1,1.0,Ready To Move,Other,99.51823529411764,935.0
Super built-up  Area,3.0,2.0,136.0,3.0,0,0.0,Q2 Possession,jakkur,134.956,2197.0
Plot  Area,4.0,0.0,65.0,4.0,0,0.0,Ready To Move,tc palaya,84.9991111111111,600.0
Super built-up  Area,3.0,2.0,92.13,3.0,1,45.0,Ready To Move,yeshwanthpur,98.1728313253012,1678.0
Built-up  Area,2.0,0.0,80.0,3.0,1,4.0,Ready To Move,brookefield,118.48936170212765,1410.0
Super built-up  Area,2.0,2.0,65.0,2.0,1,1.0,Ready To Move,jakkur,134.956,1125.0
Super built-up  Area,2.0,1.0,55.38,3.0,1,11.0,Ready To Move,magadi road,77.6266,1191.0
Super built-up  Area,2.0,2.0,79.0,2.0,0,0.0,Ready To Move,thubarahalli,90.685,1200.0
Super built-up  Area,2.0,3.0,67.0,3.0,1,1.0,Ready To Move,cv raman nagar,79.58952380952381,1525.0
Super built-up  Area,3.0,3.0,56.0,3.0,0,0.0,Ready To Move,Other,53.5,1464.0
Super built-up  Area,2.0,1.0,27.0,2.0,0,0.0,Q4 Possession,seegehalli,136.7416,920.0
Built-up  Area,1.0,1.0,17.5,1.0,0,0.0,Ready To Move,yelahanka,86.26330952380954,651.0
Super built-up  Area,1.0,2.0,25.0,2.0,1,1.0,Ready To Move,Other,69.6923076923077,600.0
Super built-up  Area,2.0,2.0,44.0,2.0,1,26.0,Ready To Move,thanisandra,82.59086206896552,1185.0
Super built-up  Area,2.0,1.0,68.0,2.0,1,23.0,Q2 Possession,electronics city phase 1,55.10181818181818,1190.0
Super built-up  Area,5.0,0.0,158.5,4.0,1,54.0,Q4 Possession,whitefield,129.65500954198475,2856.0
Super built-up  Area,2.0,3.0,73.0,2.0,1,3.0,Ready To Move,whitefield,129.65500954198475,1355.0
Plot  Area,1.0,0.0,65.0,2.0,0,0.0,Ready To Move,kr puram,84.62961538461539,1200.0
Plot  Area,4.0,3.0,550.0,4.0,0,0.0,Ready To Move,kundalahalli,133.25891304347826,7000.0
Plot  Area,4.0,1.0,110.0,6.0,0,0.0,Ready To Move,ramamurthy nagar,86.1576388888889,1200.0
Super built-up  Area,2.0,1.0,24.0,1.0,1,16.0,Ready To Move,yelahanka new town,83.86585365853658,500.0
Super built-up  Area,3.0,3.0,50.0,3.0,1,1.0,Ready To Move,bommasandra industrial area,40.949615384615385,1250.0
Built-up  Area,2.0,1.0,58.0,3.0,0,0.0,Ready To Move,uttarahalli,63.26853503184713,1480.0
Built-up  Area,4.0,2.0,329.0,4.0,1,1.0,Ready To Move,ambalipura,104.03192307692308,3300.0
Super built-up  Area,3.0,2.0,70.445,3.0,1,1.0,Q2 Possession,kr puram,84.62961538461539,1583.0
Super built-up  Area,2.0,1.0,53.0,2.0,1,2.0,Ready To Move,Other,59.5,1206.0
Super built-up  Area,2.0,1.0,130.0,2.0,1,11.0,Q3 Possession,rajaji nagar,327.69308411214956,1357.0
Built-up  Area,2.0,1.0,46.5,2.0,0,0.0,Ready To Move,hosakerehalli,179.60333333333335,925.0
Super built-up  Area,2.0,1.0,40.9,2.0,1,8.0,Ready To Move,8th phase jp nagar,78.609375,909.0
Plot  Area,5.0,2.0,335.0,3.0,1,3.0,Ready To Move,seegehalli,136.7416,3000.0
Built-up  Area,2.0,1.0,55.0,2.0,1,1.0,Ready To Move,brookefield,118.48936170212765,1100.0
Plot  Area,5.0,2.0,815.0,4.0,0,0.0,Q2 Possession,malleshwaram,359.8803571428571,3000.0
Super built-up  Area,2.0,2.0,44.17,2.0,1,68.0,Ready To Move,raja rajeshwari nagar,66.0819496855346,1306.0
Plot  Area,4.0,1.0,95.0,4.0,0,0.0,Ready To Move,Other,62.613749999999996,1200.0
Super built-up  Area,1.0,1.0,39.0,1.0,1,1.0,Ready To Move,kalena agrahara,73.48484848484848,610.0
Super built-up  Area,2.0,2.0,56.4,3.0,1,13.0,Ready To Move,yelahanka,86.26330952380954,1484.0
Super built-up  Area,2.0,1.0,47.0,2.0,1,1.0,Q2 Possession,ramamurthy nagar,86.1576388888889,1125.0
Super built-up  Area,5.0,1.0,158.0,4.0,1,54.0,Q4 Possession,whitefield,129.65500954198475,2882.0
Plot  Area,4.0,0.0,88.0,4.0,0,0.0,Ready To Move,vidyaranyapura,95.5548780487805,750.0
Super built-up  Area,3.0,1.0,115.0,3.0,0,0.0,Ready To Move,kundalahalli,133.25891304347826,2075.0
Built-up  Area,2.0,1.0,58.0,2.0,1,5.0,Ready To Move,Other,58.0,1250.0
Super built-up  Area,2.0,2.0,51.5,2.0,0,0.0,Ready To Move,horamavu banaswadi,67.32,1272.0
Plot  Area,3.0,2.0,125.0,4.0,0,0.0,Ready To Move,Other,226.4075,1050.0
Super built-up  Area,2.0,1.0,24.0,2.0,0,0.0,Q3 Possession,Other,24.0,625.0
Built-up  Area,2.0,2.0,50.0,1.0,1,2.0,Ready To Move,1st phase jp nagar,170.7,840.0
Super built-up  Area,4.0,2.0,180.0,4.0,1,6.0,Ready To Move,hennur road,103.92855704697986,2502.0
Super built-up  Area,1.0,1.0,26.9,1.0,1,8.0,Ready To Move,rayasandra,62.591818181818184,583.0
Super built-up  Area,2.0,1.0,27.0,2.0,0,0.0,Q4 Possession,Other,39.806,900.0
Built-up  Area,3.0,1.0,121.0,3.0,0,0.0,Q1 Possession,kanakapura,59.73448717948718,2200.0
Super built-up  Area,1.0,1.0,51.0,1.0,1,16.0,Q4 Possession,whitefield,129.65500954198475,750.0
Super built-up  Area,3.0,3.0,58.0,3.0,1,2.0,Ready To Move,marathahalli,102.42970414201183,1600.0
Super built-up  Area,2.0,2.0,49.0,3.0,1,1.0,Ready To Move,chikkalasandra,71.68931034482758,1365.0
Built-up  Area,3.0,2.0,64.0,3.0,0,0.0,Q4 Possession,Other,48.25,1300.0
Built-up  Area,1.0,0.0,69.0,1.0,0,0.0,Ready To Move,Other,64.2,1200.0
Super built-up  Area,2.0,2.0,35.0,2.0,1,2.0,Ready To Move,hormavu,71.35376712328767,1260.0
Super built-up  Area,2.0,2.0,33.92,2.0,1,1.0,Ready To Move,electronics city phase 1,55.10181818181818,1190.0
Super built-up  Area,4.0,1.0,260.0,3.0,1,14.0,Ready To Move,hosakerehalli,179.60333333333335,2480.0
Super built-up  Area,3.0,2.0,38.0,3.0,0,0.0,Q2 Possession,Other,66.66666666666667,1250.0
Built-up  Area,3.0,0.0,75.0,3.0,0,0.0,Ready To Move,kaggadasapura,61.284375,1500.0
Super built-up  Area,3.0,3.0,47.57,3.0,1,5.0,Ready To Move,Other,65.14583333333333,1510.0
Super built-up  Area,2.0,1.0,59.0,2.0,0,0.0,Q1 Possession,7th phase jp nagar,104.03466666666667,1187.0
Super built-up  Area,2.0,1.0,53.76,2.0,1,3.0,Ready To Move,kundalahalli,133.25891304347826,1120.0
Super built-up  Area,2.0,0.0,34.555,2.0,1,6.0,Q4 Possession,whitefield,129.65500954198475,1115.0
Super built-up  Area,3.0,3.0,99.0,3.0,1,4.0,Ready To Move,Other,538.2,1717.0
Built-up  Area,3.0,2.0,95.0,3.0,1,1.0,Ready To Move,Other,95.0,2099.0
Super built-up  Area,2.0,2.0,58.0,2.0,0,0.0,Ready To Move,Other,127.96875,1100.0
Plot  Area,1.0,0.0,48.0,1.0,0,0.0,Ready To Move,Other,47.0,1200.0
Built-up  Area,2.0,1.0,45.87,3.0,1,1.0,Ready To Move,bannerghatta road,98.6713422818792,1465.0
Plot  Area,1.0,0.0,75.0,1.0,0,0.0,Ready To Move,kothanur,95.790625,1500.0
Plot  Area,4.0,1.0,600.0,5.0,0,0.0,Ready To Move,Other,336.6666666666667,4050.0
Super built-up  Area,2.0,1.0,90.0,3.0,1,6.0,Ready To Move,haralur road,96.60401960784314,1255.0
Super built-up  Area,2.0,3.0,88.0,2.0,0,0.0,Ready To Move,5th phase jp nagar,87.44864864864864,1220.0
Built-up  Area,2.0,1.0,30.88,2.0,1,56.0,Q3 Possession,electronic city phase ii,48.68390625,1065.0
Built-up  Area,3.0,3.0,80.0,3.0,0,0.0,Ready To Move,Other,102.57142857142857,1765.0
Super built-up  Area,2.0,2.0,87.0,2.0,1,8.0,Ready To Move,bellandur,92.00365591397849,1281.0
Super built-up  Area,2.0,2.0,25.0,2.0,1,23.0,Ready To Move,electronic city,55.482145328719724,1210.0
Carpet  Area,2.0,3.0,43.0,2.0,1,2.0,Ready To Move,kaggadasapura,61.284375,1215.0
Plot  Area,3.0,1.0,87.0,4.0,0,0.0,Ready To Move,ananth nagar,34.392758620689655,1200.0
Super built-up  Area,2.0,2.0,73.0,2.0,1,3.0,Ready To Move,mysore road,68.2984,1237.0
Super built-up  Area,2.0,1.0,70.0,2.0,1,1.0,Ready To Move,lakshminarayana pura,97.13888888888889,1300.0
Super built-up  Area,2.0,2.0,39.99,2.0,1,14.0,Ready To Move,whitefield,129.65500954198475,1105.0
Super built-up  Area,2.0,2.0,42.0,3.0,1,2.0,Ready To Move,chandapura,36.56774390243902,1505.0
Super built-up  Area,5.0,2.0,310.0,4.0,1,7.0,Ready To Move,hebbal kempapura,197.33333333333334,3900.0
Built-up  Area,2.0,3.0,65.0,2.0,1,3.0,Ready To Move,banashankari,111.9226388888889,1186.0
Plot  Area,3.0,1.0,51.0,4.0,0,0.0,Ready To Move,Other,79.33333333333333,900.0
Super built-up  Area,2.0,1.0,35.5,2.0,1,4.0,Ready To Move,kengeri,61.44150684931506,750.0
Built-up  Area,2.0,2.0,28.0,2.0,1,2.0,Ready To Move,varthur,69.75897058823529,1083.0
Built-up  Area,2.0,1.0,78.65,3.0,0,0.0,Ready To Move,Other,94.025,1430.0
Super built-up  Area,2.0,2.0,68.0,2.0,1,51.0,Ready To Move,thanisandra,82.59086206896552,1056.0
Super built-up  Area,3.0,3.0,85.0,3.0,1,2.0,Ready To Move,Other,63.6,2108.0
Super built-up  Area,3.0,2.0,101.0,3.0,1,14.0,Ready To Move,banashankari,111.9226388888889,1650.0
Built-up  Area,3.0,1.0,36.6,3.0,1,56.0,Q3 Possession,electronic city phase ii,48.68390625,1220.0
Super built-up  Area,2.0,1.0,54.0,2.0,1,8.0,Ready To Move,rayasandra,62.591818181818184,1198.0
Super built-up  Area,2.0,1.0,70.0,2.0,1,2.0,Ready To Move,Other,111.55555555555556,1190.0
Built-up  Area,2.0,1.0,41.0,2.0,0,0.0,Q4 Possession,Other,48.25,900.0
Super built-up  Area,4.0,2.0,185.0,4.0,0,0.0,Q4 Possession,Other,185.0,2690.0
Built-up  Area,2.0,2.0,65.0,2.0,0,0.0,Ready To Move,kanakapura,59.73448717948718,1340.0
Plot  Area,3.0,2.0,2250.0,4.0,1,4.0,Q3 Possession,Other,312.6923076923077,2940.0
Plot  Area,6.0,1.0,400.0,6.0,0,0.0,Ready To Move,Other,273.14285714285717,2400.0
Plot  Area,3.0,2.0,26.73,3.0,1,1.0,Ready To Move,whitefield,129.65500954198475,2324.0
Super built-up  Area,2.0,2.0,59.2,2.0,1,12.0,Q4 Possession,yelahanka,86.26330952380954,1260.0
Super built-up  Area,3.0,2.0,153.0,3.0,1,19.0,Q1 Possession,talaghattapura,102.27194444444444,2254.0
Super built-up  Area,5.0,1.0,210.0,3.0,1,17.0,Ready To Move,old madras road,123.05686567164179,2990.0
Built-up  Area,5.0,1.0,250.0,4.0,0,0.0,Ready To Move,Other,167.5,1800.0
Built-up  Area,2.0,1.0,45.0,2.0,1,2.0,Ready To Move,jp nagar,126.43739436619718,820.0
Super built-up  Area,2.0,2.0,65.0,2.0,1,2.0,Ready To Move,electronic city,55.482145328719724,1296.0
Super built-up  Area,2.0,1.0,53.55,2.0,0,0.0,Ready To Move,uttarahalli,63.26853503184713,1190.0
Super built-up  Area,2.0,1.0,77.0,2.0,1,16.0,Q4 Possession,whitefield,129.65500954198475,1173.0
Plot  Area,3.0,2.0,90.0,3.0,0,0.0,Q4 Possession,Other,78.74,1800.0
Built-up  Area,2.0,0.0,52.0,2.0,1,9.0,Ready To Move,yelahanka,86.26330952380954,1102.0
Super built-up  Area,2.0,1.0,36.0,2.0,0,0.0,Ready To Move,sarjapur,94.40676829268293,913.0
Super built-up  Area,2.0,1.0,35.27,3.0,0,0.0,Q2 Possession,hormavu,71.35376712328767,1176.0
Built-up  Area,3.0,2.0,65.0,3.0,1,1.0,Ready To Move,Other,144.96153846153845,1620.0
Super built-up  Area,3.0,2.0,225.0,3.0,1,1.0,Ready To Move,Other,95.42277777777778,2968.0
Super built-up  Area,2.0,3.0,65.0,2.0,1,3.0,Q4 Possession,yelahanka,86.26330952380954,1519.0
Super built-up  Area,3.0,2.0,99.0,3.0,1,1.0,Q4 Possession,Other,538.2,1594.0
Super built-up  Area,2.0,1.0,68.0,2.0,1,1.0,Ready To Move,Other,89.88888888888889,1250.0
Super built-up  Area,2.0,1.0,60.0,2.0,1,3.0,Ready To Move,haralur road,96.60401960784314,1056.0
Plot  Area,3.0,1.0,68.4,3.0,0,0.0,Q4 Possession,whitefield,129.65500954198475,1200.0
Plot  Area,1.0,0.0,77.5,2.0,0,0.0,Ready To Move,Other,100.5,1290.0
Built-up  Area,2.0,1.0,48.0,2.0,0,0.0,Ready To Move,Other,59.7,1150.0
Super built-up  Area,2.0,1.0,145.0,2.0,1,7.0,Ready To Move,Other,158.85714285714286,1464.0
Plot  Area,2.0,1.0,36.0,4.0,0,0.0,Ready To Move,anekal,37.62903225806452,1200.0
Built-up  Area,2.0,0.0,36.5,2.0,1,12.0,Ready To Move,Other,52.875,861.0
Super built-up  Area,2.0,1.0,82.62,2.0,1,23.0,Ready To Move,kundalahalli,133.25891304347826,1047.0
Plot  Area,2.0,0.0,75.0,2.0,0,0.0,Ready To Move,Other,83.33333333333333,1200.0
Plot  Area,10.0,2.0,190.0,10.0,0,0.0,Ready To Move,Other,100.5,1200.0
Built-up  Area,2.0,1.0,45.0,2.0,0,0.0,Ready To Move,Other,72.375,1065.0
Built-up  Area,3.0,3.0,369.0,3.0,1,26.0,Ready To Move,rajaji nagar,327.69308411214956,2300.0
Super built-up  Area,2.0,1.0,62.0,2.0,1,1.0,Ready To Move,ramamurthy nagar,86.1576388888889,1000.0
Super built-up  Area,3.0,1.0,113.0,3.0,1,22.0,Ready To Move,lingadheeranahalli,115.34826086956522,1682.0
Super built-up  Area,3.0,2.0,131.0,3.0,0,0.0,Ready To Move,harlur,110.74233766233766,1756.0
Plot  Area,4.0,2.0,1000.0,5.0,0,0.0,Ready To Move,Other,365.75,4000.0
Super built-up  Area,4.0,2.0,90.0,4.0,0,0.0,Ready To Move,Other,71.61111111111111,1050.0
Super built-up  Area,2.0,1.0,67.32,2.0,0,0.0,Ready To Move,vittasandra,71.21714285714286,1238.0
Super built-up  Area,2.0,1.0,42.0,2.0,1,14.0,Ready To Move,Other,49.903125,814.0
Built-up  Area,2.0,1.0,46.5,2.0,1,1.0,Ready To Move,dodda nekkundi,106.58413793103449,1145.0
Super built-up  Area,2.0,1.0,34.0,2.0,1,1.0,Ready To Move,varthur,69.75897058823529,965.0
Super built-up  Area,2.0,1.0,36.0,2.0,0,0.0,Ready To Move,Other,36.0,750.0
Built-up  Area,2.0,2.0,55.0,3.0,1,1.0,Ready To Move,banashankari,111.9226388888889,1300.0
Super built-up  Area,3.0,3.0,131.0,3.0,1,3.0,Q2 Possession,1st phase jp nagar,170.7,1590.0
Super built-up  Area,1.0,1.0,40.0,1.0,1,12.0,Q3 Possession,begur road,59.920405405405404,644.0
Super built-up  Area,2.0,1.0,37.0,2.0,1,3.0,Q1 Possession,whitefield,129.65500954198475,982.0
Super built-up  Area,2.0,2.0,100.0,2.0,0,0.0,Ready To Move,indira nagar,288.3255813953488,1260.0
Super built-up  Area,3.0,2.0,75.17,3.0,1,8.0,Ready To Move,rayasandra,62.591818181818184,1555.0
Built-up  Area,4.0,1.0,450.0,4.0,0,0.0,Ready To Move,Other,525.0,2500.0
Super built-up  Area,2.0,2.0,48.0,2.0,0,0.0,Q3 Possession,kaggadasapura,61.284375,1225.0
Super built-up  Area,2.0,1.0,46.0,2.0,1,1.0,Ready To Move,electronics city phase 1,55.10181818181818,1085.0
Super built-up  Area,3.0,2.0,220.0,3.0,1,21.0,Ready To Move,rajaji nagar,327.69308411214956,1640.0
Built-up  Area,3.0,1.0,110.0,3.0,1,51.0,Q3 Possession,thanisandra,82.59086206896552,1595.0
Super built-up  Area,2.0,2.0,40.44,2.0,1,68.0,Ready To Move,raja rajeshwari nagar,66.0819496855346,1196.0
Super built-up  Area,3.0,1.0,108.0,3.0,1,7.0,Q1 Possession,yelahanka,86.26330952380954,1859.0
Super built-up  Area,2.0,1.0,60.0,2.0,1,5.0,Q3 Possession,9th phase jp nagar,89.58372093023256,1079.0
Built-up  Area,1.0,1.0,27.0,2.0,0,0.0,Ready To Move,Other,125.42307692307692,550.0
Super built-up  Area,2.0,1.0,42.0,2.0,1,1.0,Ready To Move,whitefield,129.65500954198475,1118.0
Super built-up  Area,2.0,2.0,60.0,2.0,1,1.0,Ready To Move,cv raman nagar,79.58952380952381,1198.0
Super built-up  Area,3.0,2.0,30.215,3.0,1,10.0,Q2 Possession,chandapura,36.56774390243902,1162.5
Super built-up  Area,4.0,2.0,135.0,3.0,1,39.0,Ready To Move,thigalarapalya,157.65687499999999,1830.0
Super built-up  Area,2.0,1.0,59.0,2.0,1,6.0,Q4 Possession,Other,113.49875,1160.0
Super built-up  Area,2.0,1.0,156.0,3.0,0,0.0,Ready To Move,Other,182.2,1485.0
Super built-up  Area,3.0,3.0,135.0,3.0,1,1.0,Ready To Move,Other,111.55555555555556,2070.0
Plot  Area,4.0,1.0,150.0,6.0,0,0.0,Ready To Move,basaveshwara nagar,183.61904761904762,750.0
Built-up  Area,2.0,0.0,52.5,2.0,1,6.0,Q1 Possession,Other,90.10944444444445,957.0
Plot  Area,4.0,1.0,310.0,5.0,0,0.0,Ready To Move,basaveshwara nagar,183.61904761904762,2400.0
Super built-up  Area,2.0,1.0,69.0,2.0,1,2.0,Q4 Possession,bannerghatta road,98.6713422818792,1268.0
Super built-up  Area,2.0,2.0,87.0,3.0,1,38.0,Ready To Move,bannerghatta road,98.6713422818792,1450.0
Built-up  Area,2.0,2.0,75.0,3.0,1,1.0,Ready To Move,Other,90.66666666666667,1600.0
Super built-up  Area,2.0,1.0,57.0,3.0,1,14.0,Ready To Move,uttarahalli,63.26853503184713,1330.0
Super built-up  Area,2.0,2.0,65.0,3.0,1,2.0,Ready To Move,jakkur,134.956,1355.0
Super built-up  Area,2.0,1.0,38.49,2.0,1,2.0,Ready To Move,Other,42.74,1100.0
